,post,Intent
444,"Does life really get better? Hello, I haven't been here for a very long time. I'm sorry that I have not been here to support others during my periods of recovery, and I did not turn to you during my relapses either. I just disappeared. I have a plan to kill myself, I have not set a date - although yesterday evening I thought it would be a good idea to do it today. I felt differently when I woke up, I have not got all of the elements together in order for my suicide to be a success, and the thought of leaving the house to obtain these things was more than I could bear. Added to that, in a desperate moment of optimism last week I arranged for a friend to come over tonight for pizza and movies. I will try my best to be sociable and I may have to drink for that to work. I have this sense of obligation, like I can't break an agreement - not even to do the one thing I am just itching to do, the one thing I can't stop thinking about. I have become obsessed. I told my best friend but she is not in a good place herself and confessed she had decided to end her life... tomorrow. I am not strong enough to deal with it but I will do my best to get her the support she needs. I think hearing that she has her plan too made my mind go into overdrive last night and that is why I was convinced that today was going to be the day. But obviously I cannot make that decision so abruptly. These things take time and planning and you have to be absolutely sure that it is the only option. Anyway, I thought I would use this space to try to unravel the mess in my head - to get to the root of why I think suicide is the best option and to see if I can see a different side to it all. Obviously I know there are the usual responses but I can't appreciate somebody else's reasons to live -I want to have my own reasons to live. I really do want to have reasons to live, because then I would have some sense of satisfaction that I am doing what feels good for all the right reasons. Whereas currently putting in the effort to remain alive seems so counter-intuitive because life is just causing me so much pain and grief. The pain and grief is not exactly circumstantial though, it is coming FROM me in the first place - all of the reasons my life sucks are pretty much my fault. The things that cause me problems are so deeply ingrained into my character and I don't have the skills to change, nor the access to services and people who could support me in doing that. Regardless of intention I have been consitently sabotaging my own chances of success or happiness throughout my life. I do not believe I can be trusted to function... Unless I can fall submissive to somebody who is going to run my life with my best interests in mind and give me the delicate balance of freedom, structure and stimulation I require to function. But I am 24 and this is reality and in reality I will NOT find a magical adoptive family who is willing to be patient with me and correct all the mistakes of the past. I am an awful person, I have allowed others to form bonds with me and to become attached when I was never sure I would be able to remain in a position to maintain those relationships. I just befriended those people who I needed in my life and did not think about their position in the wider picture and how my presence in their life could cause potential problems. I even still hang onto my relationship with my father, albeit by a thread. I spend most of my time ignoring my thoughts of him, but when it comes to the times of year where it is compulsory that one sees their family members, we visit one another and he buys me gifts and I like gifts. I do not like my father very much though, I think he is a strange man from whom I have inherited far too many neuroses - he projected too many complicated ideas onto me before I was old enough to truly understand. Ultimately I was left feeling inadequate in a many ways - as does he I am sure, but this is not something we should be teaching our children. From my father I have inherited these things: a short fuse, an inability to handle money sensibly, a compulsion to behave above my socioeconomic standing, a grudge against being poor, a problem with authority, always needing to be the best (never being good enough), seriously exaggerating any achievements when in the company of superiors, my contempt for others, crippling fear of failure. I suppose if we're going to go down the freudian route of parents fucking us up then I'd better consider my mother as well, since she is the most present family member in my life. I have conflicted feelings when I address my mother's position in my life - I understand that the way I am is partly BECAUSE of her, but it very hard to say that and not feel like I am blaming her for everything that is wrong with my life. I don't want to blame my mother, I do sometimes, for certain things, but I feel so incredibly guilty for blaming her. Well, on my mother's side I have inherited quite a few problems as well, let's start with a big one and go from there: CONTROL ISSUES, body image issues, fear of being alone, obsessive list-making, irrational malicious outbursts, anxiety in many forms, unruly eyebrows (ho-ho!) SO there's the stuff they projected onto me, now what about the stuff I learned through experience, at home and at school. I learned that no matter whether you do what you are asked or not something will always upset my mother, I will always upset my mother. My father taught me that I was ugly, to the point that taking a photograph of me was frustrating. Kids at school confirmed this was the case. Both of my parents taught me that on the whole accidents are just as bad as deliberate wrongdoing, everything I do is wrong because I always get it wrong. School taught me that being proud of your achievements is wrong and you can always do better, I am never good enough. My mother taught me to only show her my drawings when I wanted to know what needed to change - otherwise I would get criticism for something I thought was perfect (psst, you are never good enough) Your name will come up often in fights between your parents, soon it will be the only word you can hear durnig the screaming matches. You are the reason they fight. I love you is something that we do not say to each other. It is awkward. I do not remember these words ever being used. I am... too needy, too slow, not listening, making a mess, getting in the way, asking too many questions, disrupting the class, a smartass, not eating fast enough, not eating properly, too skinny yet too big to sit in anyone's lap, a thumbsucker, a bedwetter, a brat... I can't be trusted, I can't be trusted to do things properly and I can't be trusted not to make a huge mistake. I can't be trusted not to hurt my baby sister, I can't be trusted to do what I'm asked, can't be trusted to remember important things, can't be trusted to tell the truth... can't be trusted. I should stop letting my imagination run away with me, I have ridiculous ideas and unrealistic hopes, I cannot be what/where/who/how I like to imagine I could be. I feel overwhelmed and I haven't even begun to reflect on how these things have a debilitating impact on my life as an adult, coupled with the desperately poor availability of mental health care... my prospects for recovery to the point of leading a fulfilling life is beyond my wildest dreams, it is hysterical. I will post just because I think this alone might be enough for others to offer fresh insight and angles to consider. Next episode - the physical limitations of adult life and how they restrict my potential for recovery.",
445,"'False Life' I do not see why i should live my 'False Life' just to keep others happy when i myself am not happy, and i can't be happy because I've tried everything to be it, I'm over it all",
446,"My family would think it was great if I died So often I've read here ""I can't commit suicide because it would hurt my parents"" or my family so much. I really can't even imagine that. First of all, I am in the fifties and don't have a family of my own. So there is nobody who would even miss me or think it was there job to bury me. But the only family I do have, my family of origin, hate me and treat me like absolute garbage. Well, not my mom. She is elderly and lives with my sister. My sister went on vacation so my mom is alone. I called my mom and said I would go come down just for the day yesterday to visit her. My niece came over and found out and said I was not allowed under my sister's roof. My sister hates me. No reason given. She smiles in your face, sharpens a knife behind your back. My mom is lonely. I called both my nieces who were dropping in on my mom and neither one would return my phone calls. I called my mom again and said are they going to call the police if I visit you? Then my sister lied and said she never said it, but she did, and she just makes everything worse by lying about lying. A lot of stuff has happened between my sister and I that nobody knows about- she is abusive and manipulative. Anyway nobody knows my side of anythng and they are all afraid to offend her. So I am locked out of everything. And this weekend I could not even visit my mother. I honestly think if I killed myself they would be disgusted and not bother to even bury me. They hate me and don't even talk to me. I never did anything to deserve this. And right now I wish I were dead. I am so depressed I am in physical pain and exhausted. I hate my sister for being so cruel. I would like to never have to deal with her again. I would like my life to be over now. OO",
447,"i long i long for the bar day i'm a singer and i mis singing in bars the blur of beer and sex that makes up the night maybe it's cause i find this girls that don't want a cominment the want to party or a few night of sex i'm about to give up looking for my wife and just go back to the blur, i'm a jeaous person and i know that means i'm insecure i know, but it's because i was going to get married and she got pergant with some one elses baby and wanted me to raise the kid i was fucked up for years after that i couldn't even be in a realtion ship with a girl out side of sex i couldn't deal with it, now i am looking for a real relationship and i only find thease girls who want to part, makes me wonder if i'm being punshed for the way i was when i was younger i could help it i was just really fucked up, some one once said it's better to have loved and lost, and some one else said who ever said that never loved and lost anything, i know i have a big heart i started to let it come out in my music and it has taken me to a new level, maybe thats where i should keep it in my music and that way i won't have to get hurt, i don't know if i should give up looking for my wife or not",
448,"I spend every waking moment thinking about killing myself At least it seems like it sometimes. Either that or injuring myself. Constantly, often from the moment I wake up. If I go for a walk that's the thing constantly on my mind. Every day I am reminded of or see many things that trigger these thoughts and give me an impulse to injure myself on the spot, especially if I go on the Web/TV/outside. I'm constantly flooded with fantasies of killing myself that repeat over and over. However I'm different I think from other people who are suicidal. It's not something I have an exact plan for or plan on doing right now, it may be a few years before it happens. Maybe I'm not really suicidal, I'm just immaturely fantasizing. I'm sorry about trivializing others who really have problems. I have moral reasons for not doing it, but on the other hand I constantly imagine myself doing it. But the point is my life is going nowhere. I expect to either end up homeless, not now or eventually, or be dead before I get there. I try to explain, but people even here think I'm a retard and idiot and say it's my fault for doing nothing in life. I know I'm mentally ill, but I have a deeper meaning in what I say. Like when I give an example of something that's ""proof"" of why I will die young or can't work, people here laugh at me. OK I know, it's not a proof, I've done enough proofs in mathematics, not that I still remember that stuff. I meant evidence, but needed a stronger word to describe how I feel when I made those posts. When you're calling me a fool, you're not seeing the meaning of what I'm saying. I'm talking about society. For those saying I'm making excuses, well, I used to work. I had several albeit brief jobs and instead of graduating with debt I had a surplus in my bank account (granted, it was mostly because of the system I was in). I got better than average grades and lived independently away from my parents most of that time. Why am I giving up on ever getting a job now? I think I know why and I'm trying to explain it. I think I'm predetermined at birth to die young. To have this destiny. I was born this way and the winds of society (sorry, saw another thread title) have forced me from revealing myself to the outside world.",
449,i must eventually kill myself I feel i must kill myself soon. I am completely impotent and absolutely incontitent. I have been suicidal since 09 when my heart gave out and I started having these physical problems. I am on meds now. I kind of feel like i would be less suicidal if i was off meds and psychotic. I wish to kill myself. I know my family will be devastated.,
450,"Has anyone heard from panga? hey everyone i was just wondering, has anyone heard anything from panga. i know she was really depressed yesterday and said she'd go to the hospital. is she okay?",
451,"a little bit of peace Hi, I rediscovered this forum today after having written here several years ago and gotten helpful feedback. I'm almost 25 now, and I still live with suicidal thoughts daily. I often feel inferior to those around me, and like I am the blemish in an otherwise beautiful picture. Given that I no longer believe in an afterlife or in the divinity of religion (for unrelated reasons,) this leaves me with existential questions literally every day. There is nobody in my life (except occasionally my Dr.) that I can ever discuss this with, because most people can't handle such intense topics. But it makes me feel good at 11:30pm after several days of feeling like the most permanently mediocre person on earth, to know that there is a place I can be honest about my sad thoughts, without fear. I love all of you for it.",
452,"Gambling with life I so stopped caring about my life that i decided to make destiny decide what happens. I have something that i need to do soon and if that fails i decided i am gonna take my life. Normally i would think this is silly, but this is real. Its my last gasp of air. May odds be against me.",
453,"... well, I told myself I'd never have to post in this part of the forum again.. but here I am.. this low.. I don't want to be this low, but I'm to the point, where..where ending it is where I'm stuck..",
454,please someone talk to me I'm terr of being that person where people say oh its that please someone talk to me I'm terrified of being that person where people say oh its that person look :( I want to die,
455,"To all depressed, suicidal, ,and people who feel alone I was once told someting that I hate but have found to be true... People come into our lives for a reason, a season, or a lifetime. -M.J.",
456,"new song before i post this next song.i would like to say thanks to lyndsey.you are very important to me, i love you ""Please Let me die"" I just broke up with my girlfriend why does it have to hurt so bad no can save me now I feel so alone now my best friend is dead what the hell do I do now Please let me die just let me die what about the people left behind There's no one there to hold me no one feels my pain it's a no win situation no one understands I know it shouldn't have been her oh god i should have been me no,no I can't stand this anymore I just wish that it would stop There just is no escape She'd be better off if i rest in peace Please let me die just let me die what about the people left behind Please let me die just let me die what about the people left behind",
457,"Hopeless... Well I guess this is the one word that describes it best. I am an all round hopeless sack of shit..the very thing I never wanted to be and have fought all my life for but the picture is always biggest once it is finished and crystal clear. I can't remember the last day I was last sober..But it's definitely more than at least 7 years. I drink so I forget the wrong and evil I have done to others and I can no longer bear it. Everything changed in me the day when I was young maybe 8 or 9...This kid..he would bug the hell out of me everyday even though I didn't want anything to do with him..Then one day I snapped and I tried to drown him in the public pool..I was just fed up and sick of looking at him. Looking back now I think it's definitely an unforgivable thing to do. Even more so being raised in a deeply religious family where saying the 'F' word was extremely taboo. Years went on, I turned 13 and wanted nothing to do with the religion at all, hung out with all ""the bad kids"", took up smoking, smoking pot and drinking...Nothing of which should be too out of the ordinary for a typical teenager..Moved away from home at 16 and would occasionally drink myself to the point where I'd wake up in the hospital in the middle of getting my stomach pumped cause I had drank myself to the point of poisoning, eventually lead to me dropping out of school and living my life freely as I should have at that age...After that point everything began going south for me...Got into popping extasy, snorting it, loved doing coke and when I couldn't get my hands on those I would start popping anything that I thought I could get high on.. All the meanwhile during that time I met many nice girls that I had dated for extended periods of time..They all would eventually turn their backs against me and would cheat on me just to end the relationship. Only maybe a handful of which would have ended it honestly. Was even engaged to 1 for over a year and she eventually cheated on me too...So I just gave up all together on the dating thing and figured it was just another cause that would never happen for me. When I was about 20 I had eventually sobered up a bit, I had eventually moved in with this chick...long story short she turned up to be a cunt and had accused me of attempting to rape her one night, while i was actually stone cold sober and sleeping..I actually think it's total bullshit even to this day but I have doubt in my mind that somewhere some part of me thinks its true.. Needless to say after the whole incident I ran away 3,000 some odd miles to avoid her and any potential charges that I may have recieved even if the whole incident proved to be false I would have had the book thrown at me probably just to be made an example of. My heavy drinking began around that time..anything at all to forget about that shit..Im now 28..I drink alot..My drinking gets me in alot of trouble..I sometimes have tendencies to be racist when I drink..I recently lost my best friend because of it..Yet the only thing I wanna do is drink..Its the only time I can actually be myself anymore..whatever thats supposed to mean...I'm so damaged now that I don't know how to be me...I drink to forget what i am maybe closer to the truth..to know that im some kind of monster thats waiting to do great harm on some undeserving person.. If I seek medical help Im just going to get hooked on pills again so i figure drinking is the way to deal with it. What human part of me that does still remain figures I should be dead by now anyway..I've only escaped the clutches of death a few times over the years..So why should I stop drinking myself to death..I have chronic asthma from all the years of abuse Ive done to my lungs so it's already a good sign that I'm on my way out. I figure there is no point in living life if it can't be enjoyable...Im so damaged I wouldn't even know how to have a relationship much less worry about her potentially finding out about my past one day and having her change her entire opinion on who i really could be inside..no sense risking it..I know deep down that Im hopeless for having any sort of constructive relationship. Hopelessly lonely and deprived of being able to have the sort of success that everyone else in my past is now having and thriving on.. Only thing that exists in my reality is pain and i just wish it would all end. If I have a friend it becomes only so long until they call me thilth or I have them believe a lie. Being true to myself no longer is an option because I wish the bygones would be bygones but they're always hovering over my head and weighing heavy on me.. I need more to drink...alot more to drink to forget about this shit again! this nightmare of a life it needs to end!",
458,"My Best Friend This probably isn't the right place to post this, and I'm really sorry, but a lot of stuff came out tonight and I'm really worried about my friend and I don't know where to turn. This isn't a hypothetical ""friend"" who's really me, this is someone I've been best friends with since the age of eight, who has a lot of reasons to be very upset right now. Her mother was told she had six months to live about nine years ago, so she's been living in fear of her mother's death a long time, and she loves her to pieces (as most people do). She's also diabetic so she has a lot of stress and trouble to deal with in her own life without the added pressure of a mother with cancer. She started drinking and smoking regularly a couple of years ago, and I mean proper chain smoked and getting completely hammered at any occasion. She's calmed down a bit in the past few months, only smoking a couple of times a week, and still getting hammered when she's out, but not going out as often as she used. Thing is, we were out tonight, not at a pub or club or anything, just at a small quiet place, and she started drinking. A lot. Behind our backs. And she was very loud, so we were getting a little embarrassed to be seen with her, and then she started crying, so we had to take her to the bathroom, and after a while of crying and spilling things and just being in overall hysterics, she told us that her dad had been diagnosed with lung cancer. So she really has a lot to deal with, and she confessed to me after we left, still in her messy drunken state, that she didn't want to go home because her mam would see that she'd been crying and the last time she attempted suicide she'd been put under 24-hour surveilance. It threw me a bit because I hadn't known she had been suicidal before. I'd suspected it, but it had been at a time when we weren't as friendly as we are now. She even told me the reason she smokes and drinks so much is because she wants to die as soon as possible, and she doesn't care about her life anymore. Anyway, I'm terrified that she'll try something, and I really don't know what to do, I've never dealt with this before. And it's not like she doesn't have a completely valid reason for it, we can't just tell her everything will be alright when we all know the odds are it wont be. She's supposed to be going out to a birthday party tomorrow, but I'm going to try to convince her to watch a movie or something instead, and I took her lighter tonight so she wont be smoking, but I'm really afraid to leave her alone too long, while at the same time I know she's the kind of person who gets worse when she's surrounded by people. On top of this, most of her drinking, smoking, etc, was while she was still underage, so going to the authorities could just get her in more trouble, she's an overly dramatic person, who wants to study psychology, so there's no way she'd talk to a therapist, and if any of us tried to tell professionals about this she'd probably use that as proof that we don't love her, as even earlier today she insisted we didn't, and that could be what drives her. I really honestly don't know what to do, I just want to help her and don't know how anymore. Please, if anyone can help or give me any sort of advice, it would mean so much to me",
459,"It just seems logical First off, let me just say that I'm not making any plans. I don't plan to harm myself now or in the near future. I don't feel down, desperate or helpless. I know I have people in my life that care about me and people that love me. I think that life has no inherent meaning. We need to find purpose in our lives. We need to find something to be passionate about, something to give our life meaning, something to give us a reason to persevere through the tough times. In my opinion, life without this special something is hollow, pointless, not worth living. I've never really been passionate about anything. I've never felt like I've had any direction in my life. I've never had a raison d'etre. Life seems pretty empty right now. That doesn't mean I'm miserable 24/7 just that it takes a lot of effort to try to keep positive. It seems to me that if I can find a little happiness in my life it will only be fleeting and perhaps I should just quit while I'm ahead. Go out on a high. Does that make sense to anyone?",
460,"Thoughts in my head I'm struggling so bad right now. I can't bring myself to eat all of this, I can't bring myself to pretend... All the time this emptiness, these chronic feelings of boredom and loneliness. Everything's so far away and I'm stuck in my personal hell. I don't wanna get out of this bed and I don't wanna meet anyone, I wanna lay here and rot away. And even if I do find some glimpse of joy I can't hold on to it more than a half-hour or so. So why should I continue? Why should I fight to survive the everyday life? I can't hold myself together and I don't have the energy to go on. I'm already screwing up the few things in my life that are allright, why should I continue? All this life ever got me is HURT and PAIN. I'm sick of it all.",
461,"i have a plan, only way to cope my anxiety and depression isnt getting better. I dont no if its because of the stress from recent events or my hormones getting more out of whack. but my depression started in late october, i was able to cope with it and battle it, but i ignored the anxiety issues and they got severe. the depression eased and sdtarted to fade but that just made more room for the anxiety. now im in therapy and im trying to handle both. in the past 3 months, ive gone from severe anxiety and mild depression, to mild anxiety to severe depression. now there both mild. but suicidal and harmful ideas are starting to take effect. the loneliness is hurting me more and the paraniod thoughts are getting worse. i used to just get my mind off them and go something mentally exorcising, now that just makes me frustrated bc i cant concentrate on it and just sit there getting confused with my project and get more paranoid. so ive made a plan. on my 25th birthday, if im still alone and fighting this, the same thing ive been fighting my hole life, im going to kill myself. i no its horrible and i hate myself for it, but the idea of it makes me smile. knowing in 3 and half years, i wont have to fight this anymore. ive been planning it out, how ill do it, whne and where. ive attempted it b4, more then once, more then a few times even. someitmes, id chicken out, others id follow threw, fall asleep thinking i wasnt going to wake up and i did. and that was the worst feeling in the world. falling asleep or passing out with a note in my hand, and waking up later on to know im still breahting, still living, still suffering. and its harder now, bc i had a taste of happiness, for a good 2 years, i wasnt depressed and i was living a normal life. i had a boyfriend, i was in love, money was good, had a decent job. and then i go on birth control, it messes with my hormones and sends me into a depression. my love leaves me for reasons i dont fully understand, my anxiety causes me to not only cut bk my hours at work but give a chance at a promotion. my nephews the reason i didnt attempt anything b4. im in therapy and i dont like my therapist, im battling issues that havent effected me since i was 10 years old (im 21 now). and all i want to do is slit my wrists to take the edge off, but at the same time i dont want too. i havent doen that in going on 3 years. i ahvent attempted suicide since i was i dont even no, 16 i think. but when my mom gets mad at me for being distant or i get a shitty customer at work or im anxous,, i think just 3 and half more years, just 3 and half more years. and then itll be over.",
462,"Happy Thanksgiving Literally sitting in the middle of nowhere listening to my mom, my sister, my sister's boyfriend screaming at each other. This is only the beginning of my lack of reasons to live. Best thanksgiving ever",
463,"I don't know what to do Hi everyone, I didn't know where else to go so I decided to join this forum a couple of days ago. I'm quite distraught right now and wanting someone to talk to who can listen. I've been suffering with depression for over a year now. I went through middle school being bullied for three years so that is what triggered it I think. When I reached freshman year, that is when I reached an all the time low. I stopped going to school because I didn't want to have to look forward to the bullying each day, so, I started skipping. My parents decided to put me in online school after that as they thought it would be good. I tried it and it wasn't successful at all. I got no help in the subjects I needed such as math, so, I ended up failing the 10th grade as a result in slacking off work that I did not understand no matter how I tried to. I dropped out after I had failed the 10th grade, but I am studying for the GED. I have no social life whatsoever at the moment and I've become more and more depressed. I feel so worthless and like a failure. I lay in bed all day and instead of binging like a person with depression usually does, I'm the complete opposite. I won't eat and that has caused me to lose a lot of weight. My depression and suicidal thoughts led me to harming myself Monday night. My parents sent me to the hospital when they saw my cuts and I feel like I want to do it again. I'm having the urge to cut again and I've been plotting other ways on how to kill myself. I can't put up with this pain any longer and I feel like I'm bothering my parents with my issues. It felt like a stab in the heart when they told me they were ashamed in me for doing what I did. The last thing I want to do is disappoint my parents and I have been tempted to just run away so that they don't have to worry about my issues. I'm tempted to just run away now and go to the park so I can just kill myself. I just don't want to be a burden to anyone anymore. I'm a failure and a loser.",
464,"It's becoming so tempting I can't stop thinking about just giving up, everything in my life seems to be sliding towards that. About a year ago I was so depressed about my entire life, myself and my abusive brother that I stayed in bed for 4 months. only getting up when I desperately needed something. I tried so hard to pull myself out of that. I eliminated my brother from my life, I haven't spoken to him in about 9 months, I got out of a school where I was being continually harrassed, and I actually felt kind of hopeful. Now I'm back to the same place again. I have been sleeping through school and basically just through life, my family thinks I'm just a disgusting lost cause and I feel so trapped. It looks like im going to have to go back to the school wherei was bullied. Everything is falling apart and I have nothing that I care about. I feel so worthless and all that sees to happen is me getting out down by other people. I tried to be proactive, I looked for a therapist to talk gland I was trying to stay above this, but she basically made things ten times more difficult. The only thing stopping me from just ending it is fear. I don't want to fail and end up in a situation with no way out. I feel so trapped and I don't know what to do. Sorry if this doesn't make sense, I've been feeling really strung out all day with all these thoughts going through my head, I just had to put them somewhere before they overwhelmed me.",
465,"New here.. I've been to these types of forums in the past...like 2 or 3 years ago..I thought I was getting better so I stopped going back then..but now I find that I hate life just as much, or even more than before. I find myself thinking about suicide...all the reasons I shouldn't, and all the reasons I should..The reasons why I shouldn't outweigh the reasons I should..The only reason why I haven't. i don't feel comfortable ever...There are times I feel a little more relaxed...but even then its not comfortable. I'm assuming I have some type of anxiety disorder..but I can't afford to see a doctor about it. I can't enjoy anything. I never get excited, never see the good in anything. I went to a Red Sox game Monday..When Lowell hit a 3 run home run all I did was crack a very slight smile.. I didn't feel any form of excitement. A love life seems almost impossible. I'm assuming I'm not ugly...but with my personality...I push everyone away. I haven't had a real girlfriend in my entire life. (Only 19..but still) I see couples being all happy and loving, but I don't think I could be like that. There are so many other things on my mind that I can't figure out a way to write..so I guess I'll end this.",
466,"I can't stop crying I don't know what to do with myself. I joined this site the other day and I posted on the introductions forum about what has happened to me so I am sorry to repeat myself. In short, it turns out that the man I was with for 5 years had been in a relationship with another woman for the entire time. The other woman & I came face to face & we told each other everything. We were both totally shocked and devastated. He ultimately chose her and told me I was a mistake. I wouldn't/couldn't have taken him back even if he had chose me, but his rejection was just the worst twist of the knife. It all happened on Wednesday and I haven't stopped crying since, I've just been curled up in a ball on my bed & just crying & crying. I am so heart broken. The pain is unbearable, I don't know what to do with myself and I don't know how I can face another day of this pain. I really loved him and I thought everything was going well. All of a sudden I have been cut out from the life I thought I knew. I can't help thinking that the only way this pain will stop is if I just end it.",
467,"blah suicide has been on my mind daily for years. but it seems these days to be of a more realistic option. for years ive regarded the possibility as selfish and cowardly because i'd be copping out of my problems while crushing my family and friends. however, the many friends i used to have have grown very distant. i hardly see anyone anymore, when i do its like they're shocked im still alive. my only real girlfriend left me a little over a year ago and we haven't spoken much at all since. my family are increasingly realizing my seemingly inevitable spiral into disappointment. i feel as though, if i were to kill myself now it would be the best time to do it... a time when i'd be hurting very few people. the last couple years have been a blur. i used to consider my behavior apathetic, but it really isn't. i care. i have goals, but at the same time i'm haunted by an amazing lack of motivation. i have no drive, no energy. everythings a chore, at times even playing a guitar or drinking. i feel so much like giving up.",
468,Last post I've exhausted all my options and I don't know what to do anymore. This website is supposed to help but for some reason I'm the only one people dont want to help. Maybe it was a bad idea to get on here...I guess I can't just come in and expect to be apart of something or find friends or whatever... I am giving up because no matter what I do I won't feel better. I'm tried of people asking about my arms thinking that is the problem-the problem is not that I cut. Its WHY I cut. And the reason I do it is because it helps the pain. I cant control what you do to me but I can control what I do to myself. Im done with trying because nothing works. I dont want people to judge me and think I'm weird or crazy because they dont understand me. Thats why I came here because i thought people would understand.,
469,"confused teenager HI all. This is my very first post here. Just a few minutes ago I read some threads and it actually gave me the courage to write one myself... I feel depressed as far as I can remember myself. All I remember from my early childhood my parents were arguing about stupid things... But it was really bad because dad sometimes hit mom in front of me... I don't really know if that's the reason I feel so bad... Last year I started skipping school. Nobody except my parents noticed. When they found out dad yelled at me a lot and for a few weeks he was really mad at me and didn't even talk to me. I skipped school because I felt really bad for some reason and after dad's yelling something inside me changed - I got worse than I thought I could ever be. I stopped skipping school but my soul started to fall apart just like my family. A few months ago It seemed like the atmosphere was getting better(at least in the house - my soul was still fading away) but I was totally wrong - dad stopped eating with us and separated from the family... That's not the first time this has happened but I think that this time it is permanent. Maybe my depression comes from there but I'm not sure... I thought a lot about suicide but never tried. I even imagined it sometimes... I said to myself ""Look how easy it is"" For some reason something helped me to stop myself. But now as the days are passing by I cry almost every night and still think that if I was never born my parents were gonna be happier. I think a lot about a suicide especially the past week. I have no Idea what's happening to me and why... I even don't really know if this thread is for here or not... if it's not - sorry ...",
470,"Very close to the edge Over the past few weeks I have gone back an forth with depression and suicidal thoughts. At this moment I am just severely depressed, but suicide is still is still in the back of my mind. The cause of this is that fact that I just did something so stupid that I deserve to end it all. Things were going great, i was getting back into my art, having fun, working on my relationship with my wife, job was okay (still boring, but I have a pay check that pays the bills). Well while at work I got caught abusing the internet. Well the internet police at my job called me in for an interview and I explained to them what I was doing. Since I was honest about what I was doing they did not get to mad, but they still have to do a report.... My issue now is that I need to let my supervisor know what has happen before the report goes to lead contractor office. I do not want her to be blindsided by my stupidity. What makes this bad is that she has put alot of faith in me, and I should have known better. Yeah I know a lot of you are thinking that what is the big deal... Well I cannot give details, but while using the internet I was doing some research for an Age Regression Story that I am writing, and some to the searches results were not good. I really screwed myself on this one. I so badly want end it now, but if i do it would be like I was admitting to doing something wrong... In truth I did not do anything wrong other than wasting time at work... Still I do not know how to explain this to my supervisor. I cannot continue to hide this, and it will be better if I tell her than for the report to come down the chain. I spent a couple of days looking up how to commit suicide but make it look like an accident. The more i searched, the more I realized that there is now real way to cover this up. Also I have been going over my religious beliefs and suicide is a big no no... One more thing I have read a few other post on this site and I see that other have problems too... I am so confused now that I need a few kind words or maybe a push to go one way or the other. any help would be greatly appreciated.",
471,"Lines and lines and lines and lines Ok- I've got a method and I've got a timeframe and I've got a plan. I'm out of jokes. But, I do have an obligation to talk about this.",
472,"There doesn't seem to be any options left other than suicide I have been dealing with depression and OCD since my teenage years. Through the years I have taken SSRI, SNRI, NDRI, Tricyclics, and 5 ECTs. None have worked. From what it looks like, my situation will only get worse. Like if I knew it's gonna be like what it is now, in last year, I would have done anything I could to kill myself, I could not imagine that I would be in so much pain and despair that I am now,that I could feel so shitty, and I had already tried to end my life 3 times back then. It's like, the sadness in my chest is exploding, I can't contain it anymore. I have to wrestle with the idea of suicide every morning that I wake up and every night that I go to bed. More than a decade of dealing with 'mental health professionals' has resulted in nothing but disappointment. At this point I can neither afford a therapist nor any medication. I had to quit my last 3 jobs in the last 5 years. About 4 months ago, I had to completely give up on working since it's impossible to deal with sadness while working, hell it's impossible to get out o bed. Dealing with friends and family also has always made things worse. Whenever I show a sign of depression they can't help themselves but to call me a loser or spout something to the effect of ""why are you like this, what the fuck is wrong with you"". Through the last decade I have tried everything that my idiot friends have suggested: yoga, psychedelics, working out, hiking, traveling, etc.. through all of them I felt incredibly bored, stupid, disappointed and sad. There doesn't seem to be any option left other than ending my life. I just want this sadness and disappointment to end, I can't take any more of this misery.I don't wonna wake up another day, thinking about suicide and crying all day in my bed until I feel numb and pass out, I want all of this to end.",
473,"If it Weren't For My Family I'd Kill Myself Having yet another problem with school, crying...if I didn't have a family who would miss me I'd kill myself now.",
